CHSI_State_Name,CHSI_County_Name,Population_Size,Population_Density,Poverty,Age_19_Under,Age_19_64,Age_65_84,Age_85_and_Over,White,Black,Native_American,Asian,Hispanic,ALE,Health_Status,LBW,VLBW,Premature,Under_18,Over_40,Late_Care,Infant_Mortality,Unmarried,Brst_Cancer,Col_Cancer,CHD,Lung_Cancer,Suicide,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol_Rpt,Ecol_Exp,Salm_Rpt,Salm_Exp,Shig_Rpt,Shig_Exp,FluB_Rpt,FluB_Exp,HepA_Rpt,HepA_Exp,HepB_Rpt,HepB_Exp,Meas_Rpt,Meas_Exp,Pert_Rpt,Pert_Exp,CRS_Rpt,CRS_Exp,Syphilis_Rpt,Syphilis_Exp,No_Exercise,Few_Fruit_Veg,Obesity,High_Blood_Pres,Smoker,Diabetes,Uninsured,HPSA_Ind
Washington,Pacific,21579,23.0,13.7,20.1,57.5,19.3,3.1,93.3,0.4,2.4,2.1,5.7,76.5,18.1,5.5,0.9,10.7,5.5,2.1,,6.7,37.0,21.9,24.0,202.0,65.0,20.0,3286.0,631.0,700.0,1379,1420,5.0,2.0,22.0,27.0,5.0,10.0,0.0,0.0,13.0,17.0,9.0,4.0,2.0,0.0,4.0,8.0,0.0,0.0,1.0,2.0,22.7,74.3,34.9,39.2,27.4,8.0,3405.0,2
Washington,Pend Oreille,12673,9.0,15.0,22.6,61.4,14.1,1.8,94.3,0.3,3.3,0.8,2.0,77.1,16.5,6.9,1.4,8.3,6.8,2.8,,10.7,39.4,22.9,18.7,163.9,54.6,18.0,1662.0,405.0,723.0,786,848,2.0,1.0,9.0,18.0,3.0,9.0,0.0,0.0,3.0,8.0,0.0,2.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,3.0,23.7,86.5,21.3,32.2,23.1,8.8,2063.0,1
Washington,Pierce,753787,449.0,10.7,26.7,62.9,8.9,1.4,80.1,7.1,1.5,6.6,6.3,77.0,13.5,6.3,1.2,10.2,2.8,2.0,,7.1,32.1,24.9,18.0,193.6,62.4,13.4,63425.0,22124.0,24223.0,44316,50011,32.0,22.0,200.0,307.0,91.0,307.0,1.0,22.0,122.0,109.0,17.0,88.0,0.0,0.0,374.0,66.0,0.0,0.0,12.0,131.0,17.7,77.1,23.9,24.7,22.5,7.2,89728.0,2
Washington,San Juan,15274,87.0,8.5,16.9,62.0,18.2,2.9,96.4,0.3,1.1,1.2,2.7,80.3,12.0,4.1,0.4,6.8,1.9,5.9,,2.3,24.0,20.6,11.7,80.2,35.7,11.1,655.0,341.0,429.0,1012,985,2.0,3.0,6.0,17.0,5.0,5.0,0.0,0.0,14.0,3.0,1.0,1.0,0.0,0.0,48.0,3.0,0.0,0.0,0.0,0.0,8.4,,10.9,19.3,15.7,5.3,1759.0,2
Washington,Skagit,113171,65.0,11.5,24.8,60.8,12.1,2.4,93.7,0.7,2.0,2.0,12.8,78.2,16.0,4.6,0.7,8.5,5.1,2.0,,5.5,34.0,29.4,17.5,129.2,57.6,16.6,11983.0,3290.0,3372.0,6822,7556,17.0,11.0,55.0,68.0,24.0,16.0,1.0,5.0,23.0,11.0,12.0,11.0,0.0,0.0,129.0,16.0,0.0,0.0,3.0,5.0,15.2,75.3,23.3,28.2,19.0,6.6,15918.0,2
Washington,Skamania,10664,6.0,10.9,23.9,65.1,9.6,1.4,95.7,0.4,2.1,0.7,4.7,77.3,12.7,5.6,1.0,9.0,4.9,3.2,,5.7,28.1,30.0,24.3,156.7,61.1,17.3,1014.0,383.0,291.0,651,708,0.0,2.0,6.0,10.0,3.0,3.0,1.0,1.0,5.0,10.0,5.0,3.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,19.8,81.3,19.7,20.2,19.1,4.1,1387.0,1
Washington,Snohomish,655944,314.0,9.4,26.4,64.2,8.2,1.3,85.5,2.2,1.5,7.8,6.0,78.4,12.3,5.7,0.9,9.7,2.0,2.8,,5.3,25.3,23.6,17.0,161.1,55.6,12.3,46474.0,17700.0,17341.0,38715,42510,43.0,19.0,213.0,246.0,53.0,76.0,1.0,19.0,27.0,76.0,27.0,38.0,0.0,0.0,137.0,57.0,0.0,0.0,14.0,19.0,17.1,78.8,22.2,23.0,21.7,5.5,77451.0,2
Washington,Spokane,440706,250.0,12.8,25.2,62.4,10.3,2.2,92.0,1.7,1.5,2.3,3.2,77.7,13.8,6.6,1.2,11.1,2.7,2.5,,6.4,31.5,24.1,20.0,157.0,55.7,14.5,31210.0,12879.0,10905.0,26447,29936,64.0,13.0,98.0,179.0,23.0,77.0,1.0,13.0,11.0,38.0,60.0,26.0,0.0,0.0,6.0,26.0,0.0,0.0,2.0,13.0,18.4,76.3,21.4,24.3,22.3,6.5,54923.0,2
Washington,Stevens,42013,17.0,14.6,25.0,60.8,12.4,1.9,91.3,0.3,5.6,0.7,2.0,77.1,18.6,5.6,0.8,9.6,4.0,3.2,,4.0,32.8,27.8,14.6,207.5,57.5,15.0,4046.0,1401.0,1181.0,2531,2829,2.0,2.0,26.0,34.0,1.0,14.0,1.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,25.1,74.8,26.6,33.3,27.6,6.9,6907.0,2
Washington,Thurston,228867,315.0,9.0,23.7,64.5,10.0,1.8,86.9,2.7,1.6,5.4,5.0,78.3,13.5,5.6,1.1,9.0,2.3,2.6,,6.0,28.8,24.3,20.1,140.0,62.0,13.2,16127.0,6135.0,6830.0,13980,15376,15.0,13.0,56.0,85.0,8.0,26.0,2.0,7.0,22.0,13.0,7.0,7.0,0.0,0.0,35.0,26.0,0.0,0.0,0.0,0.0,14.6,73.8,23.7,25.9,21.1,6.3,37913.0,2
Washington,Wahkiakum,3849,15.0,8.9,20.2,59.6,17.6,2.5,96.1,0.3,1.7,0.5,2.6,76.5,14.1,6.5,,6.8,3.7,1.5,,,28.0,,24.0,225.9,51.4,23.6,437.0,120.0,107.0,245,253,2.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.1,,21.8,,17.7,7.7,546.0,1
Washington,Walla Walla,57558,45.0,14.0,25.0,60.3,11.6,3.2,94.1,1.9,1.1,1.6,16.7,78.8,13.3,5.3,0.7,9.1,5.5,2.2,,4.9,34.2,20.1,19.3,129.1,48.5,16.0,6856.0,1658.0,1809.0,3470,4119,17.0,3.0,43.0,39.0,7.0,19.0,0.0,3.0,10.0,8.0,1.0,6.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,3.0,15.8,79.7,18.9,26.9,14.8,6.7,8764.0,2
Washington,Whatcom,183471,87.0,13.0,23.8,64.0,10.3,1.9,90.5,0.9,2.9,3.5,5.8,79.1,11.3,5.4,0.8,10.7,2.7,2.5,,3.9,26.1,22.2,16.3,141.5,46.0,15.5,14563.0,5062.0,5583.0,11215,13315,28.0,5.0,59.0,68.0,17.0,21.0,1.0,5.0,15.0,10.0,46.0,10.0,0.0,0.0,82.0,16.0,0.0,0.0,1.0,10.0,15.3,74.0,18.0,26.3,17.9,4.6,23880.0,2
Washington,Whitman,40170,19.0,15.8,21.5,69.1,7.6,1.8,87.4,2.1,0.7,7.6,3.4,80.1,7.9,5.8,0.8,8.5,1.0,2.2,,5.9,14.6,20.7,18.2,173.0,38.5,11.5,1433.0,871.0,888.0,2546,3924,4.0,2.0,31.0,28.0,2.0,8.0,0.0,0.0,5.0,4.0,3.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,13.0,75.5,15.8,15.6,14.7,4.3,5563.0,2
Washington,Yakima,231586,54.0,17.9,31.7,57.2,9.2,1.9,90.4,1.3,5.0,1.5,38.5,77.2,18.6,6.2,1.1,11.3,6.1,1.7,,6.7,42.8,24.8,17.1,175.9,53.2,12.6,42868.0,9033.0,4776.0,12735,15067,21.0,13.0,141.0,128.0,66.0,121.0,10.0,7.0,21.0,27.0,3.0,27.0,0.0,0.0,106.0,13.0,0.0,0.0,7.0,27.0,23.8,79.1,26.2,27.0,20.1,7.9,52004.0,2
West Virginia,Barbour,15689,46.0,19.4,22.3,62.2,13.6,1.9,97.2,0.8,0.7,0.5,0.5,74.9,29.6,9.0,1.5,12.5,5.9,1.2,13.1,8.1,32.6,24.4,25.7,225.4,66.2,15.2,2971.0,394.0,957.0,1176,689,1.0,0.0,8.0,25.0,0.0,6.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,32.1,79.7,30.6,,24.8,12.2,2493.0,1
West Virginia,Berkeley,93394,291.0,11.6,25.2,64.1,9.6,1.0,92.4,5.2,0.3,0.6,2.4,75.1,18.3,8.1,1.8,11.7,4.7,1.6,15.6,9.7,36.0,25.4,23.6,190.3,83.1,13.8,14015.0,1554.0,4118.0,6733,3992,2.0,8.0,47.0,59.0,4.0,16.0,5.0,4.0,3.0,8.0,20.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,0.0,30.8,81.9,28.5,25.1,30.4,8.0,8956.0,2
West Virginia,Boone,25703,51.0,18.4,23.2,63.4,11.9,1.6,98.8,0.6,0.1,0.2,0.5,73.3,33.6,9.4,1.9,13.7,3.8,0.8,15.8,6.6,32.8,27.7,23.0,233.0,105.0,11.3,6540.0,430.0,1857.0,1900,1033,0.0,0.0,2.0,24.0,0.0,12.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,37.3,84.2,32.2,41.9,31.8,13.4,3898.0,1
West Virginia,Braxton,14851,29.0,19.9,21.4,63.0,13.4,2.1,98.5,0.7,0.2,0.2,0.5,75.3,30.2,6.8,1.4,9.7,5.1,1.3,14.9,7.4,30.1,28.4,20.4,213.5,75.8,12.4,3468.0,348.0,788.0,1124,624,0.0,0.0,14.0,22.0,1.0,7.0,1.0,0.0,0.0,7.0,1.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,6.0,32.5,,24.4,,23.8,11.1,2318.0,2
West Virginia,Brooke,24515,276.0,11.7,20.6,60.6,16.3,2.5,98.2,0.9,0.0,0.4,0.6,75.7,23.4,7.7,0.6,11.5,3.5,1.3,17.0,4.3,32.7,31.0,24.4,204.9,67.3,15.3,3546.0,791.0,1345.0,1875,1051,0.0,3.0,10.0,15.0,1.0,3.0,1.0,0.0,9.0,3.0,1.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,32.8,82.3,28.7,26.7,29.6,11.2,2330.0,2
West Virginia,Cabell,94031,334.0,17.6,22.2,61.7,14.1,2.0,93.7,4.3,0.2,0.7,0.7,74.5,21.4,9.9,1.9,16.2,4.0,1.4,10.3,7.5,34.2,29.3,23.9,212.2,72.1,11.8,12721.0,1994.0,5647.0,7058,4282,4.0,0.0,41.0,96.0,1.0,48.0,9.0,5.0,3.0,14.0,7.0,19.0,0.0,0.0,8.0,10.0,0.0,0.0,3.0,14.0,22.5,80.9,25.9,30.4,23.8,9.8,11213.0,2
West Virginia,Calhoun,7387,26.0,21.5,20.0,63.6,14.2,2.2,99.2,0.1,0.3,0.1,0.7,75.2,28.6,8.1,1.6,13.0,5.6,1.3,22.1,7.0,31.7,32.6,26.4,225.4,84.7,14.8,1999.0,231.0,536.0,568,315,0.0,0.0,6.0,11.0,0.0,3.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,31.3,,23.0,,37.2,6.8,1223.0,2
West Virginia,Clay,10356,30.0,22.5,24.8,61.2,12.6,1.5,98.5,0.1,0.7,0.0,0.4,74.4,26.7,6.4,0.7,10.5,6.9,0.5,20.6,6.8,31.6,27.5,28.9,235.5,83.9,15.1,2574.0,270.0,630.0,752,433,0.0,0.0,10.0,17.0,1.0,6.0,1.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,,90.4,28.2,,28.1,9.2,1904.0,2
West Virginia,Doddridge,7476,23.0,18.1,22.5,63.1,13.0,1.4,99.0,0.3,0.2,0.2,0.6,75.1,22.3,9.3,0.8,12.9,5.3,1.2,12.6,2.9,29.3,,20.2,285.3,74.8,14.9,1581.0,138.0,508.0,560,333,2.0,0.0,4.0,11.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,,,,,19.4,8.0,1186.0,2
West Virginia,Fayette,46823,71.0,20.2,21.8,62.1,14.0,2.1,93.4,5.0,0.3,0.4,0.7,73.7,30.1,8.7,1.6,12.3,3.4,1.2,14.2,6.0,35.7,20.8,26.1,234.8,84.9,12.4,10240.0,1028.0,3797.0,3523,2006,2.0,2.0,23.0,38.0,0.0,28.0,0.0,2.0,4.0,12.0,3.0,7.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,7.0,32.2,79.0,30.4,31.9,28.1,10.5,7580.0,2
West Virginia,Gilmer,6950,20.0,19.6,19.6,63.8,14.1,2.4,97.0,1.1,0.2,1.2,0.8,74.4,27.3,6.9,0.6,10.8,2.1,0.7,11.1,6.7,32.4,34.0,34.0,236.6,77.0,18.5,1351.0,135.0,329.0,540,370,0.0,0.0,2.0,11.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,,,,,,7.6,1166.0,1
West Virginia,Grant,11673,24.0,14.4,21.9,60.8,15.4,2.0,98.5,0.8,0.2,0.2,0.6,77.0,22.2,6.1,1.1,10.2,3.9,0.9,14.0,10.1,28.4,17.6,17.6,251.5,44.7,18.5,2462.0,305.0,618.0,877,462,2.0,1.0,18.0,15.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,29.4,76.2,24.8,,20.9,10.3,1429.0,2
West Virginia,Greenbrier,35027,34.0,16.1,21.2,60.6,16.0,2.2,95.4,3.0,0.4,0.2,0.7,75.4,27.1,7.7,1.3,9.8,3.2,1.4,13.1,6.4,31.5,29.0,17.1,165.1,63.7,14.9,6669.0,902.0,2226.0,2654,1447,3.0,2.0,20.0,22.0,1.0,7.0,0.0,2.0,2.0,5.0,3.0,3.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,33.1,78.6,28.6,34.5,27.0,11.4,4713.0,2
West Virginia,Hampshire,22025,34.0,14.1,24.0,61.9,12.7,1.4,97.8,1.1,0.2,0.4,0.8,76.1,21.0,7.5,1.3,10.8,5.2,1.6,13.5,5.1,32.2,24.8,25.9,225.9,62.4,13.9,4364.0,372.0,1129.0,1615,925,0.0,2.0,29.0,38.0,10.0,18.0,2.0,2.0,14.0,4.0,1.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,21.1,71.4,27.1,31.2,21.6,9.5,2555.0,2
West Virginia,Hancock,31350,379.0,10.8,20.7,60.4,16.8,2.0,96.8,2.4,0.1,0.3,1.0,76.3,17.0,7.3,1.3,12.6,2.7,1.5,20.0,8.0,34.0,24.0,22.6,248.2,53.5,12.9,3919.0,1074.0,1696.0,2389,1246,1.0,3.0,9.0,19.0,2.0,3.0,1.0,0.0,31.0,3.0,9.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,28.6,84.8,26.4,20.8,28.9,7.8,3351.0,2
West Virginia,Hardy,13287,23.0,12.9,23.0,62.2,13.6,1.3,97.5,1.9,0.1,0.1,1.3,76.1,20.6,8.0,1.6,12.8,4.0,1.3,13.9,5.4,27.2,18.2,27.5,249.0,55.6,16.7,2778.0,261.0,615.0,986,548,1.0,2.0,18.0,14.0,0.0,4.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,22.7,78.7,28.8,,28.5,5.8,1427.0,2
West Virginia,Harrison,68369,164.0,16.7,23.0,61.2,13.7,2.2,96.7,1.6,0.1,0.8,1.1,74.9,18.8,8.9,1.7,12.3,4.1,1.6,10.3,7.8,33.6,22.1,22.6,234.1,75.5,12.4,10263.0,1428.0,3541.0,5075,2872,0.0,0.0,21.0,68.0,1.0,34.0,2.0,3.0,0.0,10.0,2.0,14.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,10.0,27.0,80.6,26.6,32.4,27.0,9.5,9429.0,2
West Virginia,Jackson,28403,61.0,14.9,22.8,60.1,15.4,1.6,98.7,0.1,0.2,0.3,0.3,76.1,26.9,7.5,1.5,12.4,4.1,1.1,13.0,7.4,25.6,26.8,15.9,199.3,77.2,18.9,4477.0,681.0,1508.0,2112,1195,1.0,1.0,12.0,20.0,2.0,6.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,28.9,79.2,27.8,30.4,29.8,8.4,2977.0,2
West Virginia,Jefferson,49206,235.0,9.3,24.7,64.6,9.8,1.0,91.5,6.1,0.3,0.8,3.0,75.5,17.7,7.0,1.2,10.5,3.9,2.3,11.3,5.5,31.9,31.9,26.5,164.9,72.3,12.8,6939.0,727.0,1947.0,3579,2121,0.0,4.0,33.0,26.0,1.0,4.0,9.0,2.0,0.0,4.0,6.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,22.5,76.1,27.0,28.8,29.5,10.4,4393.0,2
West Virginia,Kanawha,193559,214.0,15.2,22.0,61.6,14.4,2.0,90.3,7.1,0.2,0.9,0.6,74.8,20.4,8.9,1.2,14.3,4.0,1.6,13.8,7.7,37.7,22.0,27.3,195.9,72.7,15.0,27639.0,4465.0,11198.0,14530,7813,2.0,6.0,58.0,94.0,2.0,59.0,11.0,0.0,6.0,18.0,4.0,24.0,0.0,0.0,13.0,24.0,0.0,0.0,0.0,12.0,26.9,77.4,27.5,33.2,25.7,10.3,22630.0,2
West Virginia,Lewis,17199,45.0,16.9,21.7,61.7,14.4,2.2,98.7,0.3,0.2,0.3,0.6,74.4,28.6,7.4,1.4,12.5,3.5,1.2,10.7,9.4,34.0,23.0,26.9,262.3,70.4,21.4,3230.0,357.0,1156.0,1295,709,0.0,0.0,6.0,27.0,0.0,7.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,32.2,78.5,24.3,,29.0,10.1,2488.0,2
West Virginia,Lincoln,22374,51.0,21.4,23.0,63.7,12.1,1.2,99.4,0.0,0.1,0.1,0.5,72.6,31.5,9.3,2.0,13.5,6.1,0.7,14.3,14.8,29.4,29.9,19.0,279.3,91.4,14.8,5833.0,506.0,1890.0,1659,932,2.0,2.0,11.0,26.0,1.0,11.0,1.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,30.5,85.2,32.4,28.6,38.9,11.0,3756.0,2
West Virginia,Logan,36237,80.0,21.0,21.9,63.9,12.9,1.3,96.7,2.5,0.1,0.4,0.6,71.2,36.6,8.8,1.4,13.0,4.4,1.0,21.9,10.8,32.6,27.6,31.0,270.2,86.3,12.8,9531.0,645.0,3490.0,2722,1483,1.0,0.0,20.0,41.0,0.0,15.0,2.0,0.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,34.3,82.9,38.7,41.7,31.9,12.5,6190.0,2
West Virginia,McDowell,24273,45.0,32.4,22.1,62.3,13.6,2.0,88.7,10.6,0.1,0.1,0.5,70.4,43.6,11.3,1.6,15.9,7.9,1.1,30.7,11.7,43.1,46.5,17.0,312.0,87.2,18.1,8613.0,558.0,2333.0,1822,1008,1.0,5.0,5.0,24.0,1.0,16.0,1.0,0.0,2.0,8.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,39.0,80.6,31.0,44.9,31.5,15.5,5552.0,2
West Virginia,Marion,56509,182.0,16.2,21.4,61.9,14.4,2.4,95.3,3.3,0.2,0.4,0.8,76.3,22.8,7.5,1.3,12.4,2.9,1.5,16.8,7.9,30.3,31.3,23.4,218.4,74.6,10.0,8054.0,1138.0,3251.0,4281,2499,1.0,3.0,21.0,40.0,1.0,20.0,3.0,3.0,2.0,8.0,1.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,3.0,28.4,76.9,25.7,31.0,23.9,6.5,7267.0,2
West Virginia,Marshall,34337,112.0,14.9,21.8,61.5,14.6,2.0,98.4,0.5,0.1,0.3,0.7,76.3,20.3,7.6,1.2,13.2,2.9,1.4,9.1,7.9,34.1,17.4,22.2,225.6,63.7,15.4,4955.0,858.0,1640.0,2586,1431,2.0,2.0,12.0,28.0,0.0,9.0,0.0,0.0,13.0,4.0,10.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,24.3,81.6,22.7,28.7,30.3,9.5,4405.0,2
West Virginia,Mason,25761,60.0,17.2,22.0,61.7,14.7,1.6,98.5,0.5,0.2,0.4,0.5,74.4,26.2,7.8,1.6,14.7,4.2,1.0,11.8,5.5,29.0,28.9,23.2,258.9,84.0,16.6,5063.0,786.0,1802.0,1931,1054,0.0,0.0,10.0,25.0,0.0,12.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,29.0,77.9,31.1,29.7,30.4,12.1,3175.0,2
West Virginia,Mercer,61589,146.0,18.8,21.7,60.8,15.2,2.4,92.6,5.9,0.2,0.6,0.6,74.2,28.8,9.9,1.6,15.1,5.2,0.7,22.7,7.7,35.6,30.6,21.1,193.0,70.2,18.5,12224.0,1195.0,4140.0,4640,2537,5.0,0.0,50.0,62.0,22.0,31.0,2.0,3.0,3.0,9.0,19.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,9.0,29.3,78.8,23.1,35.7,26.1,12.6,8695.0,2
West Virginia,Mineral,27028,82.0,13.9,23.8,61.2,13.3,1.7,96.1,2.9,0.1,0.3,0.6,75.2,20.5,8.2,1.2,12.4,2.9,1.4,15.3,10.8,34.5,28.6,23.3,271.9,53.8,16.1,3736.0,691.0,1047.0,1991,1112,0.0,1.0,19.0,22.0,0.0,7.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,24.3,82.3,27.0,32.5,26.9,6.1,3215.0,1
West Virginia,Mingo,27210,64.0,24.7,23.8,63.5,11.6,1.1,96.5,2.4,0.3,0.2,0.5,71.5,37.2,10.1,1.8,14.8,5.0,0.4,12.9,8.9,32.4,33.8,39.7,271.5,90.4,13.9,7560.0,494.0,2811.0,1998,1139,0.0,0.0,8.0,31.0,0.0,11.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,42.7,85.9,35.4,41.0,35.3,12.8,4885.0,1
West Virginia,Monongalia,84386,234.0,15.3,22.2,67.1,9.3,1.3,92.8,3.5,0.2,2.3,1.2,77.2,15.6,7.5,1.3,11.6,2.2,2.1,15.7,5.3,27.7,22.2,26.2,166.1,63.4,12.7,8261.0,1437.0,3257.0,6380,4909,6.0,4.0,51.0,70.0,7.0,25.0,3.0,0.0,2.0,8.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,8.0,18.3,76.9,24.2,23.1,19.4,7.9,9191.0,2
West Virginia,Monroe,13507,29.0,14.8,20.9,62.3,14.9,2.0,98.4,0.9,0.2,0.1,0.4,75.2,29.9,6.9,1.1,11.8,3.9,1.3,17.4,9.3,22.7,27.6,20.1,168.5,60.7,9.3,2553.0,276.0,833.0,1028,565,2.0,1.0,20.0,18.0,1.0,4.0,0.0,0.0,6.0,11.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,31.5,82.7,24.2,,18.6,12.4,1581.0,1
West Virginia,Morgan,16022,70.0,11.3,21.7,61.6,15.5,1.3,98.8,0.7,0.2,0.1,0.8,75.1,21.3,6.4,1.2,10.0,5.8,1.4,16.9,8.2,34.9,19.4,23.8,203.0,65.5,19.3,2808.0,315.0,798.0,1207,639,1.0,1.0,5.0,19.0,0.0,3.0,0.0,0.0,6.0,6.0,5.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,30.2,,24.4,,30.3,9.0,1529.0,2
West Virginia,Nicholas,26464,41.0,19.2,21.7,62.3,14.3,1.7,99.0,0.1,0.2,0.2,0.5,74.4,30.7,9.2,1.4,13.0,3.6,1.3,16.5,7.3,28.1,17.0,29.6,198.1,62.6,15.6,5645.0,576.0,1978.0,1996,1111,1.0,0.0,10.0,26.0,0.0,15.0,1.0,0.0,0.0,7.0,24.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,33.9,79.6,26.7,37.3,25.8,9.9,4204.0,2
West Virginia,Ohio,45112,425.0,14.6,22.1,59.2,16.2,2.6,94.5,3.6,0.1,0.9,0.6,75.5,17.5,9.1,1.4,14.1,4.0,2.2,13.1,9.5,37.8,25.2,28.0,218.3,70.9,11.9,5288.0,1013.0,1813.0,3394,1994,4.0,2.0,47.0,37.0,0.0,12.0,3.0,0.0,23.0,5.0,4.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,22.1,84.4,23.4,28.7,27.4,10.4,4190.0,2
West Virginia,Pendleton,7844,11.0,12.5,21.5,58.3,17.9,2.3,97.0,1.9,0.3,0.4,1.1,77.0,26.1,6.6,1.6,10.9,3.8,1.5,16.8,3.8,27.5,,19.7,249.0,32.9,12.9,1591.0,142.0,359.0,592,310,1.0,1.0,16.0,9.0,11.0,3.0,1.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,24.1,,18.8,,12.7,8.1,939.0,2
West Virginia,Pleasants,7376,56.0,12.2,22.4,62.5,13.5,1.6,98.4,0.6,0.5,0.4,0.4,75.1,17.4,6.5,1.4,12.4,4.3,0.4,18.1,4.1,27.5,22.6,16.5,216.5,73.2,14.2,1078.0,201.0,381.0,551,302,0.0,1.0,8.0,10.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,,,,,,6.9,766.0,2
West Virginia,Pocahontas,8851,9.0,15.7,20.0,62.6,15.3,2.1,98.7,0.9,0.0,0.2,0.5,75.3,24.6,8.4,1.0,12.0,5.7,1.4,16.6,12.2,33.3,20.2,16.6,206.4,63.3,22.6,1904.0,240.0,489.0,681,358,1.0,1.0,4.0,12.0,0.0,5.0,0.0,0.0,5.0,8.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,23.7,,31.7,,20.6,12.1,1213.0,2
West Virginia,Preston,30115,46.0,16.1,21.9,63.0,13.4,1.7,99.1,0.3,0.0,0.1,0.6,75.5,21.8,9.3,2.0,11.8,2.8,1.1,11.5,10.6,29.4,18.5,22.0,263.0,57.2,11.5,5535.0,648.0,1818.0,2266,1276,0.0,0.0,25.0,28.0,2.0,13.0,0.0,0.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,25.9,79.3,29.6,27.9,26.2,7.7,3832.0,2
West Virginia,Putnam,54443,157.0,9.7,24.0,63.5,11.4,1.0,97.6,0.9,0.2,0.7,0.6,76.2,21.2,7.6,1.1,13.2,2.5,1.3,9.6,7.4,20.3,30.5,21.5,206.5,66.5,14.9,6078.0,1157.0,2663.0,3987,2263,2.0,5.0,21.0,39.0,1.0,10.0,3.0,3.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,25.9,83.5,23.7,32.8,23.2,9.5,4712.0,2
